province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Capiz,Dumalag,Councilor,"Dalisay, Romeo Ocampo",Roming,-,6286
Capiz,Dumalag,Councilor,"De Tomas , Ernesto Flores",Erning,-,7197
Capiz,Dumalag,Councilor,"Saldo, Alexander Rivera",Alex,-,7018
Capiz,Dumalag,Councilor,"Juanico, Francis Dave Irisari",Boojie,-,7117
Capiz,Dumalag,Councilor,"Teves, Leo Villar",Nong,-,8153
Capiz,Ivisan,Mayor,"Yap, Felipe Neri Navarra",Ipe,Liberal Party,6636
Capiz,Ivisan,Vice-Mayor,"Arboleda, Isaias Jr. Barcas",Boy,Lakas-Kampi,4573
Capiz,Ivisan,Councilor,"Unasin, Jelene Caborubias",Je,Liberal Party,5393
Capiz,Ivisan,Councilor,"Mestidio, Marita Obrigue",Maritz,Liberal Party,5373
Capiz,Ivisan,Councilor,"Delos Santos, Bito Odicta",Bito,Lakas-Kampi,5011
Capiz,Ivisan,Councilor,"Ugas , Bonifacio Baranda",Dagoy,Liberal Party,6142
Capiz,Ivisan,Councilor,"Mendoza, Christian Sander Sendin ",Sander,Liberal Party,4559
Capiz,Ivisan,Councilor,"Gicano, Amelita Vasquez",Amy,Independent,4317
Capiz,Ivisan,Councilor,"Bacinillo, Guidion  Oabe",Jun,Liberal Party,4210
Capiz,Ivisan,Councilor,"Villarisco, Hermogenes Ureta",Mones,Lakas-Kampi,4689
Capiz,Jamindan,Mayor,"Jinon, Ethel Ricaforte",Manang,Liberal Party,5161
Capiz,Jamindan,Vice-Mayor,"Montorio, Samson Alcayde",Sam,-,7470
Capiz,Jamindan,Councilor,"Laurino, Norberto Jr. Ignacio",Jun-Jun,Liberal Party,5949
Capiz,Jamindan,Councilor,"Villasis, Patricio Vergara",Pate,Liberal Party,6110
Capiz,Jamindan,Councilor,"Vestidas, Lemuel Valguna",Aran,Liberal Party,6504
Capiz,Jamindan,Councilor,"Luces, Nonelon Gallano",Nelon,-,7114
Capiz,Jamindan,Councilor,"Villeza, Gerundio Luces",Alon,Liberal Party,8013
Capiz,Jamindan,Councilor,"Cusay, Ildefonso Vestidas",Ildy,Liberal Party,8332
Capiz,Jamindan,Councilor,"Valdemar, Mac Arthur Luces",Mac,-,8764
Capiz,Jamindan,Councilor,"Orocio, Emilio III Leonor",Tres,Liberal Party,5889
Capiz,Ma-ayon,Mayor,"Duenas, Belegio Diaz",Billy,Liberal Party,8802
Capiz,Ma-ayon,Vice-Mayor,"Borres, Wilfredo Sr. Espinosa",Pedot,Liberal Party,9793
Capiz,Ma-ayon,Councilor,"Apolinario, Weldie Jr. Contreras",Tambol,Liberal Party,6530
Capiz,Ma-ayon,Councilor,"Dellera, Miel Dionson",Toto Miel,Independent,6657
Capiz,Ma-ayon,Councilor,"Combate, Vivian Cantiller",Bebing,Liberal Party,7124
Capiz,Ma-ayon,Councilor,"Duronio, Wildie Delfin",Weld,Liberal Party,7293
Capiz,Ma-ayon,Councilor,"Diestro, Noel Dordas",Dodoy,Liberal Party,7408
Capiz,Ma-ayon,Councilor,"Barruela, Villamor Dizon",Billy,Liberal Party,7481
Capiz,Ma-ayon,Councilor,"Orendez, Maximo Dejasco",Boy,Liberal Party,7827
Capiz,Ma-ayon,Councilor,"Diaz, Joel Laguda",Wel,Independent,6038
Capiz,Mambusao,Mayor,"Alba, Jose Jr. Ong",Joe,Lakas-Christian Muslim Democrats,9922
Capiz,Mambusao,Vice-Mayor,"Martinez, Abel Pardo",Doc Abel,Lakas-Christian Muslim Democrats,10649
Capiz,Mambusao,Councilor,"Arevalo, Elmer Perasol",Nonoy,Lakas-Christian Muslim Democrats,8928
Capiz,Mambusao,Councilor,"Leal , Wilfredo Estores",Fred,Liberal Party,9432
Capiz,Mambusao,Councilor,"Martinez, Eulogio Abalajon",Neneng,Lakas-Christian Muslim Democrats,9672
Capiz,Mambusao,Councilor,"Tupaz, Eddie Lopez",Ed,Liberal Party,9801
Capiz,Mambusao,Councilor,"Apostol, Maria Dee Lacson",Dee,Lakas-Christian Muslim Democrats,9891
Capiz,Mambusao,Councilor,"Layo, Jeffrey Leal",Jeff,Lakas-Christian Muslim Democrats,11489
Capiz,Mambusao,Councilor,"Uy, Maria Rhodora  Bayot",Nene,Liberal Party,8798
Capiz,Mambusao,Councilor,"Buenavista, Federico Sr. Legaspi",Fedy,Lakas-Christian Muslim Democrats,9115
Capiz,Panay,Mayor,"Alba, Jose Jr. Ong",Joe,Lakas-Christian Muslim Democrats,9922
Capiz,Panay,Vice-Mayor,"Martinez, Abel Pardo",Doc Abel,Lakas-Christian Muslim Democrats,10649
Capiz,Panay,Councilor,"Arevalo, Elmer Perasol",Nonoy,Lakas-Christian Muslim Democrats,8928
Capiz,Panay,Councilor,"Leal, Wilfredo Estores",Fred,Liberal Party,9432
Capiz,Panay,Councilor,"Martinez, Eulogio Abalajon",Neneng,Lakas-Christian Muslim Democrats,9672
Capiz,Panay,Councilor,"Tupaz, Eddie Lopez",Ed,Liberal Party,9801
Capiz,Panay,Councilor,"Apostol, Maria Dee Lacson",Dee,Lakas-Christian Muslim Democrats,9891
Capiz,Panay,Councilor,"Layo, Jeffrey Leal",Jeff,Lakas-Christian Muslim Democrats,11489
Capiz,Panay,Councilor,"Uy, Maria Rhodora  Bayot",Nene,Liberal Party,8798
Capiz,Panay,Councilor,"Buenavista, Federico Sr. Legaspi",Fedy,Lakas-Christian Muslim Democrats,9115
Capiz,Panitan,Mayor,"Belo, Katherine Dequina",Kit,Liberal Party,9339
Capiz,Panitan,Vice-Mayor,"Derramas, Generoso Detoning",Toto Roso,Liberal Party,8607
Capiz,Panitan,Councilor,"Albana, Roberto Legaspi",Bebe,Liberal Party,5348
Capiz,Panitan,Councilor,"Diaz, Symor Belo",Symor,Puwersa ng Masang Pilipino,5458
Capiz,Panitan,Councilor,"Bito-On, Ernesto Borroa",Boogie,Liberal Party,5492
Capiz,Panitan,Councilor,"Belvis, Abraham Binas",Abe,Liberal Party,5614
Capiz,Panitan,Councilor,"Datiles, Lilia Delfin",Lilia,Liberal Party,6399
Capiz,Panitan,Councilor,"Caldeo, Edgardo Dorado",Boy,Puwersa ng Masang Pilipino,6462
Capiz,Panitan,Councilor,"Bauson, David Felix Dellota",Toto David,Liberal Party,6806
Capiz,Panitan,Councilor,"Araque, Ricardo Fuentes",Kado,Liberal Party,5184
Capiz,Ponteverde,Mayor,"Contreras, Esteban Jose Balero",Steve,Liberal Party,8694
Capiz,Ponteverde,Vice-Mayor,"Dumapig, Naome Soriano",Mimi,Liberal Party,8035
Capiz,Ponteverde,Councilor,"Molo, Abraham Jr. Solis",Bagto,Liberal Party,5735
Capiz,Ponteverde,Councilor,"Daynolo, Vivian Bernales",Vi,Lakas-Kampi,6549
Capiz,Ponteverde,Councilor,"Boluso, Ricky G.",-,-,6560
Capiz,Ponteverde,Councilor,"Beldia, Ditas Tumlos",Inday,Liberal Party,6820
Capiz,Ponteverde,Councilor,"Tumlos, Teresita Bolivar",Moting,Lakas-Kampi,6951
Capiz,Ponteverde,Councilor,"Catalan, Allan Batilaran",Bombo,Liberal Party,7447
Capiz,Ponteverde,Councilor,"Avelino, Edmund Gonzales",Nonoy,Liberal Party,9553
Capiz,Ponteverde,Councilor,"Baldonado, Edmar Blasurca",Goody,Lakas-Kampi,5530
Capiz,President Roxas,Mayor,"Buenafe, Rosauro Baltar",Sauro,Liberal Party,8372
Capiz,President Roxas,Vice-Mayor,"Golero, Alfonso Locsin",Dodoy,Liberal Party,6388
Capiz,President Roxas,Councilor,"Dela Cruz, Jonifer Berte",Nonong,Liberal Party,5028
Capiz,President Roxas,Councilor,"Posadas, Lourein Andama",Bebe,Liberal Party,5395
Capiz,President Roxas,Councilor,"Diosaban, Danilo Basinang",Boy,Liberal Party,5538
Capiz,President Roxas,Councilor,"Badana, Vincent Dangan",Bong,Liberal Party,5549
Capiz,President Roxas,Councilor,"Bucayan, Ramon Jr. Buenafe",Mon,Liberal Party,5582
Capiz,President Roxas,Councilor,"Ciudad, Arnel Arcangel",Bobong,Liberal Party,5641
Capiz,President Roxas,Councilor,"Loretizo, Bernardo Sinay",Bernie,Liberal Party,6386
Capiz,President Roxas,Councilor,"Villanueva, Edgar Alcazaren",Bebot,Liberal Party,4585
Capiz,Roxas City,Mayor,"Buenafe, Rosauro Baltar",Sauro,Liberal Party,8372
Capiz,Roxas City,Vice-Mayor,"Golero, Alfonso Locsin",Dodoy,Liberal Party,6388
Capiz,Roxas City,Councilor,"Dela Cruz, Jonifer Berte",Nonong,Liberal Party,5028
Capiz,Roxas City,Councilor,"Posadas, Lourein Andama",Bebe,Liberal Party,5395
Capiz,Roxas City,Councilor,"Diosaban, Danilo Basinang",Boy,Liberal Party,5538
Capiz,Roxas City,Councilor,"Badana, Vincent Dangan",Bong,Liberal Party,5549
Capiz,Roxas City,Councilor,"Bucayan, Ramon Jr. Buenafe",Mon,Liberal Party,5582
Capiz,Roxas City,Councilor,"Ciudad, Arnel Arcangel",Bobong,Liberal Party,5641
Capiz,Roxas City,Councilor,"Loretizo, Bernardo Sinay",Bernie,Liberal Party,6386
Capiz,Roxas City,Councilor,"Villanueva, Edgar Alcazaren",Bebot,Liberal Party,4585
Capiz,Sapi-an,Mayor,"Orosco, Arturo Agapito",Turic,Lakas-Christian Muslim Democrats,6248
Capiz,Sapi-an,Vice-Mayor,"Odrunia, Ralph Concepcion",Doc Dodong,Lakas-Christian Muslim Democrats,6671
Capiz,Sapi-an,Councilor,"Martinez, Wilfredo Jr. Pajarillo",Wally,Lakas-Christian Muslim Democrats,4401
Capiz,Sapi-an,Councilor,"Orillos, Julius Javillo",Juls,Lakas-Christian Muslim Democrats,4939
Capiz,Sapi-an,Councilor,"Cordero, Samson Ga",Padre,Lakas-Christian Muslim Democrats,4948
Capiz,Sapi-an,Councilor,"Gallardo, Jonathan Oquendo",Nono,Lakas-Christian Muslim Democrats,5048
Capiz,Sapi-an,Councilor,"Honrado, Kenneth Lavado",Net,Lakas-Christian Muslim Democrats,5184
Capiz,Sapi-an,Councilor,"Garcia, Perseus Castro",Pers,Lakas-Christian Muslim Democrats,5280
Capiz,Sapi-an,Councilor,"Dela Torre, Dexter Flores",Dex,Lakas-Christian Muslim Democrats,5938
Capiz,Sapi-an,Councilor,"Vista, Joseph Reyes",Odong,Lakas-Christian Muslim Democrats,4325
Capiz,Sigma,Mayor,"Andaya, Maria Tandoc",Mary,Liberal Party,4323
Capiz,Sigma,Vice-Mayor,"Quirao, Victoria Protasio",Betty,Lakas-Christian Muslim Democrats,5609
Capiz,Sigma,Councilor,"Lajo, Jaime Lopez",James,Lakas-Christian Muslim Democrats,3721
Capiz,Sigma,Councilor,"Joaquin, Cleo Jude Alfonso",Cleo,Lakas-Christian Muslim Democrats,3880
Capiz,Sigma,Councilor,"Simon, Rodolfo Bacalangco",Rudy,Lakas-Kampi,3963
Capiz,Sigma,Councilor,"Adrias, Jose Capapas",Pito,Liberal Party,4009
Capiz,Sigma,Councilor,"Joren, Joseph Magbanua",Joseph,Lakas-Christian Muslim Democrats,4516
Capiz,Sigma,Councilor,"Jarji, Anita Llavore",Kana,Lakas-Christian Muslim Democrats,5369
Capiz,Sigma,Councilor,"Marcelino, Norman Torrechante",Nene,Lakas-Christian Muslim Democrats,6468
Capiz,Sigma,Councilor,"Francisco, Armel Latorre",Libok,Lakas-Christian Muslim Democrats,3673
Capiz,Tapaz,Mayor,"Gardose, Rosemarie Fecara",Rose,Lakas-Christian Muslim Democrats,11384
Capiz,Tapaz,Vice-Mayor,"Gabucay, Edwin Tabios",Nonoy,-,8727
Capiz,Tapaz,Councilor,"Gimeno, Jeannette Glumalid",Net,Liberal Party,8873
Capiz,Tapaz,Councilor,"Gloria, Arturo II Palomar",Arthur,Lakas-Christian Muslim Democrats,10131
Capiz,Tapaz,Councilor,"Garbo, Teodulfo Garde",Teod,Lakas-Christian Muslim Democrats,10595
Capiz,Tapaz,Councilor,"Falsis, Lina Gabucayan",Lin,Lakas-Christian Muslim Democrats,11003
Capiz,Tapaz,Councilor,"Gardose, Bob Galicto",Nene,Lakas-Christian Muslim Democrats,11127
Capiz,Tapaz,Councilor,"Gimeno, Joemarie Gicole",Potot,Lakas-Christian Muslim Democrats,11616
Capiz,Tapaz,Councilor,"Jaranilla, Arnold Jimenez",Amay,Lakas-Christian Muslim Democrats,8291
Capiz,Tapaz,Councilor,"Gomez, Mario Castillon",Mayong,Lakas-Christian Muslim Democrats,9290
Guimaras,Buenavista,Mayor,"Gumarin, Samuel Tayo",Nonoy Sam,Lakas-Kabalikat ng Malayang Pilipino,11521
Guimaras,Buenavista,Vice-Mayor,"Javellana, Gerardo Tarrosa",Gerry,Lakas-Kabalikat ng Malayang Pilipino,12170
Guimaras,Buenavista,Councilor,"Fernandez, Rex Galanza",Toto Rex,Lakas-Kabalikat ng Malayang Pilipino,6745
Guimaras,Buenavista,Councilor,"Ferrer, Ronnie Luhan",D Guard,Lakas-Kabalikat ng Malayang Pilipino,6838
Guimaras,Buenavista,Councilor,"Habana, Dan Elby Cana",Dag,Lakas-Kabalikat ng Malayang Pilipino,6923
Guimaras,Buenavista,Councilor,"Gatinao, Ignacio Tionado",Nonong,Lakas-Kabalikat ng Malayang Pilipino,7231
Guimaras,Buenavista,Councilor,"Sideno, Nelly Malaga",Baby,Lakas-Kabalikat ng Malayang Pilipino,8401
Guimaras,Buenavista,Councilor,"Cartel, Arthur Jr. Arendain",Nonoy Art,Lakas-Christian Muslim Democrats,9433
Guimaras,Buenavista,Councilor,"Beltran, Cyril Cabardo",Cy,Lakas-Kabalikat ng Malayang Pilipino,9899
Guimaras,Buenavista,Councilor,"Sambas, Raquel Aungon",Inday Raquel,Lakas-Christian Muslim Democrats,6442
Guimaras,Jordan,Mayor,"Chavez, Cresente Jr. Pinuela",Engue,Lakas-Kabalikat ng Malayang Pilipino,8490
Guimaras,Jordan,Vice-Mayor,"Diaz, Edgardo Penascosa",Eddie,Lakas-Kabalikat ng Malayang Pilipino,7125
Guimaras,Jordan,Councilor,"Gula, Hernani Canja",Nani,Lakas-Kabalikat ng Malayang Pilipino,5314
Guimaras,Jordan,Councilor,"Malcon, Rodolfo Franco",Dolfo,Lakas-Kabalikat ng Malayang Pilipino,5345
Guimaras,Jordan,Councilor,"Gaitan, Gerardo Zaldivar",Gerry,Lakas-Kabalikat ng Malayang Pilipino,5575
Guimaras,Jordan,Councilor,"Herrera, Celia Longa",Chicha,Lakas-Kabalikat ng Malayang Pilipino,5704
Guimaras,Jordan,Councilor,"Gange, Jasmin Lagunday",Jasmin,Lakas-Kabalikat ng Malayang Pilipino,5864
Guimaras,Jordan,Councilor,"Galotera, Eugenio Jr. Solis",Little,Lakas-Kabalikat ng Malayang Pilipino,6347
Guimaras,Jordan,Councilor,"Elevencione, Eros Eleferia",Eros,Lakas-Kabalikat ng Malayang Pilipino,7675
Guimaras,Jordan,Councilor,"Lacson, Fulgencio Gimeno",Gene,Lakas-Kabalikat ng Malayang Pilipino,4805
Guimaras,Nueva Valencia,Mayor,"Araneta, Alejandro Delagente",Alex,Lakas-Christian Muslim Democrats,8486
Guimaras,Nueva Valencia,Vice-Mayor,"Gaitan, Juan Delgado",Owa,Lakas-Kabalikat ng Malayang Pilipino,8188
Guimaras,Nueva Valencia,Councilor,"Segovia, Marilou Sueta",Nengneng,Lakas-Christian Muslim Democrats,6168
Guimaras,Nueva Valencia,Councilor,"Galila, Emmanuel De La Cruz",Manuel,Lakas-Kabalikat ng Malayang Pilipino,6213
Guimaras,Nueva Valencia,Councilor,"Esmeralda, Emilio Sevelo",Emil,Lakas-Kabalikat ng Malayang Pilipino,6370
Guimaras,Nueva Valencia,Councilor,"Eledia, Joyce Gildore",Baby,Lakas-Kabalikat ng Malayang Pilipino,7003
Guimaras,Nueva Valencia,Councilor,"Geraldoy, Rex Gaurama",Rex,Lakas-Kabalikat ng Malayang Pilipino,7071
Guimaras,Nueva Valencia,Councilor,"Detablan, Josephine Molo",Sepin,Lakas-Christian Muslim Democrats,7249
Guimaras,Nueva Valencia,Councilor,"Gambalan, Ma Luz Garolacan",Malot,Lakas-Christian Muslim Democrats,7598
Guimaras,Nueva Valencia,Councilor,"Gallentes, Susana Gambalan",Saning,Lakas-Christian Muslim Democrats,6121
Guimaras,San Lorenzo,Vice-Mayor,"Galfo, Romulo Aguilar",Moling,Lakas-Kabalikat ng Malayang Pilipino,4975
Guimaras,San Lorenzo,Councilor,"Llamas, Raul Palmos",Raul,Lakas-Kabalikat ng Malayang Pilipino,2747
Guimaras,San Lorenzo,Councilor,"Rentoy, Nelly Sobremisana",Nelly,Lakas-Kabalikat ng Malayang Pilipino,2856
Guimaras,San Lorenzo,Councilor,"Tacadao, Noel Gadnanan",Wel,Lakas-Kabalikat ng Malayang Pilipino,2933
Guimaras,San Lorenzo,Councilor,"Gallego, Jimmy Gamarcha",Jim,Lakas-Kabalikat ng Malayang Pilipino,3382
Guimaras,San Lorenzo,Councilor,"Zambarrano, Ariel Catalan",Ariel,Lakas-Christian Muslim Democrats,3544
Guimaras,San Lorenzo,Councilor,"Galea, Lino Regalado",Totong,-,3833
Guimaras,San Lorenzo,Councilor,"Denila, Wilme Gabasa",Wil,Lakas-Kabalikat ng Malayang Pilipino,4114
Guimaras,San Lorenzo,Councilor,"Tanaleon, Wilfredo Ganancial",Pido,Lakas-Kabalikat ng Malayang Pilipino,2673
Guimaras,Sibunag,Mayor,"Gange, Pedrito Sr. Vilchez",Pedring,Lakas-Christian Muslim Democrats,4631
Guimaras,Sibunag,Vice-Mayor,"Gamilong, Felix Genadores",Boy,Lakas-Kabalikat ng Malayang Pilipino,3046
Guimaras,Sibunag,Councilor,"Edang, Glicerio Gedalanga ",Gling,Lakas-Kabalikat ng Malayang Pilipino,2501
Guimaras,Sibunag,Councilor,"Deza, Daylenn Alonzo",Gamay,Lakas-Kabalikat ng Malayang Pilipino,2735
Guimaras,Sibunag,Councilor,"Balidiong, Eduardo Segobre",Edwin,-,2789
Guimaras,Sibunag,Councilor,"Lutero, Elicar Herrera",Licar,Lakas-Christian Muslim Democrats,2807
Guimaras,Sibunag,Councilor,"Jardeliza, Rodolfo Sr. Tan",Dolfo,Lakas-Christian Muslim Democrats,2851
Guimaras,Sibunag,Councilor,"Villasis, Danilo Aguirre",Danny,Lakas-Christian Muslim Democrats,2982
Guimaras,Sibunag,Councilor,"Tambalo, Emilio Jr. Tahum",Jr.,Lakas-Christian Muslim Democrats,3297
Guimaras,Sibunag,Councilor,"Camilong, Rolando Verde",Lando,Lakas-Kabalikat ng Malayang Pilipino,2500
Iloilo,Ajuy,Mayor,"Alvarez, Juan Rojas",Toto Juancho,Lakas-Christian Muslim Democrats,9750
Iloilo,Ajuy,Vice-Mayor,"Rojas, Ramon Jr. Margoma",Nonoy Amon,Lakas-Christian Muslim Democrats,9750
Iloilo,Ajuy,Councilor,"Verdad, Renato Dormido",Nats,Liberal Party,6809
Iloilo,Ajuy,Councilor,"Azucena, Rogelio Apelesor",Pano,Lakas-Christian Muslim Democrats,7715
Iloilo,Ajuy,Councilor,"Babar, Melquiades Bacabac",B-Mel,Liberal Party,8355
Iloilo,Ajuy,Councilor,"Espinosa, Gracious Juridico",Grace,Liberal Party,8393
Iloilo,Ajuy,Councilor,"Dumayao, Pepe Diocos",Pepe,Lakas-Christian Muslim Democrats,8423
Iloilo,Ajuy,Councilor,"Rojas, Jose IV Castor",Toto Jose,Lakas-Christian Muslim Democrats,8484
Iloilo,Ajuy,Councilor,"Rojas, Jesus Jr. Degayo",Toto Jessie,Lakas-Christian Muslim Democrats,9202
Iloilo,Ajuy,Councilor,"Biclar, Abner Molina",Bok,-,9413
Iloilo,Alimodian,Mayor,"Alipao, Juanito Tuzon",Juaning,Lakas-Christian Muslim Democrats,8919
Iloilo,Alimodian,Vice-Mayor,"Alonsabe, Geefre Alojapan",Calay,Lakas-Christian Muslim Democrats,10426
Iloilo,Alimodian,Councilor,"Anibigno, Wilfredo Alpuerto",Freddie,Lakas-Christian Muslim Democrats,5552
Iloilo,Alimodian,Councilor,"Amba, Felicita Alinsao",Bignging,Lakas-Christian Muslim Democrats,6558
Iloilo,Alimodian,Councilor,"Almacen, Concepcion Andeo",Concep,Lakas-Christian Muslim Democrats,6746
Iloilo,Alimodian,Councilor,"Alonday, Nery Amantillo",Nery,Lakas-Christian Muslim Democrats,7302
Iloilo,Alimodian,Councilor,"Altubar, Larriette Amba",Bingbing,Lakas-Christian Muslim Democrats,7493
Iloilo,Alimodian,Councilor,"Allones, Nicanor Altamarino",Nick,Lakas-Kabalikat ng Malayang Pilipino,7656
Iloilo,Alimodian,Councilor,"Salarda, Julie Anas",Maam Jul,Lakas-Christian Muslim Democrats,7752
Iloilo,Alimodian,Councilor,"Alejo, Julius Kilayko",Nonoy,Liberal Party,5040
Iloilo,Anilao,Mayor,"Debuque, Joel Arandilla",Batok,Lakas-Christian Muslim Democrats,7529
Iloilo,Anilao,Vice-Mayor,"Sargado, June Deocampo",Pitsik,Lakas-Christian Muslim Democrats,8561
Iloilo,Anilao,Councilor,"Dian, Guillermo Arano",Molong,Lakas-Christian Muslim Democrats,4820
Iloilo,Anilao,Councilor,"Depakakibo, Agustin Zerrudo",Bebot,Lakas-Christian Muslim Democrats,5140
Iloilo,Anilao,Councilor,"Cabangal, Igmedio Jr. Demaisip",Nonoy Emee,Nacionalista Party,4731
Iloilo,Anilao,Councilor,"Arano, Melinde Dayot",Neneng,Lakas-Christian Muslim Democrats,5038
Iloilo,Anilao,Councilor,"Araneta, Warlito Aponte",Warlit,Lakas-Christian Muslim Democrats,4425
Iloilo,Anilao,Councilor,"Arabit, Jose Joey Bragancia",Jojo,Lakas-Christian Muslim Democrats,4806
Iloilo,Anilao,Councilor,"Acuesta, Allan Vasquez",Bongbong,Lakas-Christian Muslim Democrats,4249
Iloilo,Anilao,Councilor,"Umadhay, Stella Altamira",Inday,Lakas-Christian Muslim Democrats,4667
Iloilo,Badiangan,Mayor,"Mamon, Suzette Abunto",Suzette,Lakas-Christian Muslim Democrats,7945
Iloilo,Badiangan,Vice-Mayor,"Rendaje, Adrian Aportadera",Bebot,Lakas-Christian Muslim Democrats,5701
Iloilo,Badiangan,Councilor,"Oremo, Guilfred Garde",Motmot,Lakas-Christian Muslim Democrats,4073
Iloilo,Badiangan,Councilor,"Gerasol , Rolly  Porras",Rolly,Lakas-Christian Muslim Democrats,4103
Iloilo,Badiangan,Councilor,"Sabano, Jenie Acollador",Nens,Liberal Party,4476
Iloilo,Badiangan,Councilor,"Nobleza, Edward Porras",Ed,Lakas-Christian Muslim Democrats,4903
Iloilo,Badiangan,Councilor,"Gaje, Erwin Roy Jito",Wewin,Lakas-Christian Muslim Democrats,5032
Iloilo,Badiangan,Councilor,"Abordaje, Audie Ardiente",Auds,-,5189
Iloilo,Badiangan,Councilor,"Horlador, Lmichelli Kilayko",Mitch,Lakas-Christian Muslim Democrats,6068
Iloilo,Badiangan,Councilor,"Leal , Jose Elvi Violeta",Elvi,Lakas-Christian Muslim Democrats,3978
Iloilo,Balasan,Mayor,"Ganzon, Filomeno Villanueva",Nonoy Pilo,Lakas-Kabalikat ng Malayang Pilipino,6767
Iloilo,Balasan,Mayor,"Salcedo, Elizabeth Tad-Y",Betsy,Lakas-Christian Muslim Democrats,5547
Iloilo,Balasan,Vice-Mayor,"Ganzon, Simeon Ii Buenaflor",Nonoy Meo,-,8126
Iloilo,Balasan,Vice-Mayor,"Arcosa, John Ariola",Jun,Lakas-Christian Muslim Democrats,5166
Iloilo,Balasan,Councilor,"Abdallah , Patricia Bargo",Pat,Lakas-Kabalikat ng Malayang Pilipino,5364
Iloilo,Balasan,Councilor,"Parrenas, Jose Retirado",Joe,Lakas-Kabalikat ng Malayang Pilipino,3313
Iloilo,Balasan,Councilor,"Gabayeron, Lilibeth Buenafe",Bebing,Lakas-Christian Muslim Democrats,3331
Iloilo,Balasan,Councilor,"Francisco , Gilbert Arenajo",Gaf,Ugyon Party,3431
Iloilo,Balasan,Councilor,"Balida, Gerardo Langreo",Gerry,Ugyon Party,4096
Iloilo,Balasan,Councilor,"Badiango, Bobby Bastareche",Bambam,Ugyon Party,4306
Iloilo,Balasan,Councilor,"Lanciola, Romeo Cabibi",Roming,Lakas-Kabalikat ng Malayang Pilipino,4381
Iloilo,Balasan,Councilor,"Salcedo, Sandy Sr. Tad-Y",Sandy Boy,Lakas-Christian Muslim Democrats,5796
Iloilo,Balasan,Councilor,"Balida, Rainier Nabuab",Rdb,Ugyon Party,6357
Iloilo,Balasan,Councilor,"Colminares, Nestor Soriano",Baby Col,Lakas-Kabalikat ng Malayang Pilipino,4069
Iloilo,Balasan,Councilor,"Duremdes, Bernabe Bataga",Sipil,Lakas-Christian Muslim Democrats,4116
Iloilo,Balasan,Councilor,"Javelosa, Diana Ganzon",Dian,Ugyon Party,4162
Iloilo,Balasan,Councilor,"Pasco, Juber Huervana",Doc,Lakas-Kabalikat ng Malayang Pilipino,4198
Iloilo,Balasan,Councilor,"Jordan, El Vincidor Elisan",Bido,Ugyon Party,4235
Iloilo,Balasan,Councilor,"Baylen, Edgar Bermil",Ed,Lakas-Kabalikat ng Malayang Pilipino,4532
Iloilo,Balasan,Councilor,"Duremdes, Alonso Bataga",Alon,Lakas-Christian Muslim Democrats,3950
Iloilo,Banate,Mayor,"Cabangal, Carlos Jr. Omes",Insik,Lakas-Kabalikat ng Malayang Pilipino,8302
Iloilo,Banate,Vice-Mayor,"Palec, Exequiel Jr. Jimenea",Moroy,Lakas-Kabalikat ng Malayang Pilipino,7220
Iloilo,Banate,Councilor,"Caborubias, Renerose Betita",Inday Dot,Lakas-Christian Muslim Democrats,5683
Iloilo,Banate,Councilor,"Ballener, Gabriel Vargas",Moore,Lakas-Kabalikat ng Malayang Pilipino,4925
Iloilo,Banate,Councilor,"Estorque, Erlinda Biso",Lelit,Lakas-Christian Muslim Democrats,4969
Iloilo,Banate,Councilor,"Bagcal, Billy Monana",Nene Belo,Independent,5037
Iloilo,Banate,Councilor,"Acejo, Mary Ann Bejo",Mary Ann,-,5081
Iloilo,Banate,Councilor,"Banas, Jenkins Bachar",Toto Jb,Lakas-Kabalikat ng Malayang Pilipino,5260
Iloilo,Banate,Councilor,"Yucor, Arthur Dela  Concepcion","Thur, Art",Lakas-Kabalikat ng Malayang Pilipino,5539
Iloilo,Banate,Councilor,"Bagsit , Noel Omes",Boboy,Lakas-Kabalikat ng Malayang Pilipino,8462
Iloilo,Barotac Nuevo,Mayor,"Biron, Hernan Sr. Dusaban",-,-,12669
Iloilo,Barotac Nuevo,Vice-Mayor,"Hautea, Pedro Bayona",Indo,Lakas-Kabalikat ng Malayang Pilipino,10744
Iloilo,Barotac Nuevo,Councilor,"Bretana, Jose Durban",Kikik,Lakas-Christian Muslim Democrats,6503
Iloilo,Barotac Nuevo,Councilor,"Dolorfino, Fredo Acanto",Fred,Lakas-Christian Muslim Democrats,6590
Iloilo,Barotac Nuevo,Councilor,"Perez, Luis Bretana","Taing, Luis",Lakas-Christian Muslim Democrats,6674
Iloilo,Barotac Nuevo,Councilor,"Pendon, Cecilia Gumbao",Nicnic,Lakas-Kabalikat ng Malayang Pilipino,7216
Iloilo,Barotac Nuevo,Councilor,"Siaotong, Manuel Bayona",Manny,Lakas-Kabalikat ng Malayang Pilipino,8214
Iloilo,Barotac Nuevo,Councilor,"Caro, Danilo Miranda",Dan,Lakas-Kabalikat ng Malayang Pilipino,8336
Iloilo,Barotac Nuevo,Councilor,"Sarrosa, Rodolfo Jr. Sazon",Russ,Lakas-Christian Muslim Democrats,8340
Iloilo,Barotac Nuevo,Councilor,"Villanueva, Rodolfo Jr. Cenal",Boy,Lakas-Christian Muslim Democrats,6378
